,Unnamed: 0,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover,NEVER MASK,max_risk
1614,1614,1615,MT,30033,Garfield,Jordan,1206,12109.117,4675.356,445.782,172.118,12554.899,4847.474,47.281174,-106.982212,"Garfield<br>Every 10,000 People 1340.0 Not using Mask<br>Max of 0.0 People can get Infected",1340.0,0.0
1615,1615,1616,MT,30035,Glacier,Cut Bank,13399,7759.441,2995.937,106.157,40.987,7865.598000000001,3036.9240000000004,48.705671,-112.990502,"Glacier<br>Every 10,000 People 840.0 Not using Mask<br>Max of 0.0 People can get Infected",840.0,0.0
1616,1616,1617,MT,30037,Golden Valley,Ryegate,884,3044.1220000000003,1175.3419999999999,2.588,0.999,3046.711,1176.3410000000001,46.380624,-109.174586,"Golden Valley<br>Every 10,000 People 1340.0 Not using Mask<br>Max of 0.0 People can get Infected",1340.0,0.0
1617,1617,1618,MT,30039,Granite,Philipsburg,3079,4473.984,1727.415,14.584,5.631,4488.568,1733.046,46.395358,-113.425683,"Granite<br>Every 10,000 People 1160.0 Not using Mask<br>Max of 0.0 People can get Infected",1160.0,0.0
1618,1618,1619,MT,30041,Hill,Havre,16096,7508.259,2898.955,44.209,17.069,7552.467,2916.0240000000003,48.628331,-110.106372,"Hill<br>Every 10,000 People 2700.0 Not using Mask<br>Max of 7.0 People can get Infected",2700.0,7.0
1619,1619,1620,MT,30043,Jefferson,Boulder,11406,4289.687,1656.257,6.691,2.583,4296.378,1658.84,46.126557,-112.056771,"Jefferson<br>Every 10,000 People 1580.0 Not using Mask<br>Max of 5.0 People can get Infected",1580.0,5.0
1620,1620,1621,MT,30045,Judith Basin,Stanford,2072,4842.814,1869.8210000000001,2.067,0.798,4844.880999999999,1870.619,47.032558,-110.30532,"Judith Basin<br>Every 10,000 People 2330.0 Not using Mask<br>Max of 0.0 People can get Infected",2330.0,0.0
1621,1621,1622,MT,30047,Lake,Polson,28746,3859.47,1490.15,423.637,163.567,4283.107,1653.717,47.642901,-114.08368700000001,"Lake<br>Every 10,000 People 870.0 Not using Mask<br>Max of 12.0 People can get Infected",870.0,12.0
1622,1622,1623,MT,30049,Lewis and Clark,Helena,63395,8958.323,3458.828,100.717,38.887,9059.04,3497.715,47.122133000000005,-112.382954,"Lewis and Clark<br>Every 10,000 People 1490.0 Not using Mask<br>Max of 11.0 People can get Infected",1490.0,11.0
1623,1623,1624,MT,30051,Liberty,Chester,2339,3703.801,1430.045,44.369,17.131,3748.17,1447.1760000000002,48.559653999999995,-111.036924,"Liberty<br>Every 10,000 People 1880.0 Not using Mask<br>Max of 0.0 People can get Infected",1880.0,0.0
1624,1624,1625,MT,30053,Lincoln,Libby,19687,9357.409,3612.9159999999997,161.123,62.210,9518.532,3675.1259999999997,48.542232,-115.404343,"Lincoln<br>Every 10,000 People 1180.0 Not using Mask<br>Max of 0.0 People can get Infected",1180.0,0.0
1625,1625,1626,MT,30055,McCone,Virginia City,1734,6845.784000000001,2643.172,102.697,39.652,6948.481,2682.824,47.629628000000004,-105.757222,"McCone<br>Every 10,000 People 1420.0 Not using Mask<br>Max of 0.0 People can get Infected",1420.0,0.0
1626,1626,1627,MT,30057,Madison,Circle,7691,9291.541,3587.4840000000004,39.649,15.309,9331.19,3602.7929999999997,45.319288,-111.917328,"Madison<br>Every 10,000 People 1720.0 Not using Mask<br>Max of 2.0 People can get Infected",1720.0,2.0
1627,1627,1628,MT,30059,Meagher,White Sulphur Springs,1891,6195.026,2391.913,7.377,2.848,6202.403,2394.761,46.585706,-110.92178100000001,"Meagher<br>Every 10,000 People 1880.0 Not using Mask<br>Max of 0.0 People can get Infected",1880.0,0.0
1628,1628,1629,MT,30061,Mineral,Superior,4223,3158.327,1219.437,9.899,3.822,3168.2259999999997,1223.259,47.155213,-115.06455,"Mineral<br>Every 10,000 People 970.0 Not using Mask<br>Max of 0.0 People can get Infected",970.0,0.0
1629,1629,1630,MT,30063,Missoula,Missoula,109299,6716.936,2593.424,64.479,24.896,6781.415,2618.32,47.027263,-113.89268100000001,"Missoula<br>Every 10,000 People 910.0 Not using Mask<br>Max of 0.0 People can get Infected",910.0,0.0
1630,1630,1631,MT,30065,Musselshell,Roundup,4538,4838.5,1868.155,7.127,2.752,4845.627,1870.9070000000002,46.505665,-108.436982,"Musselshell<br>Every 10,000 People 1280.0 Not using Mask<br>Max of 2.0 People can get Infected",1280.0,2.0
1631,1631,1632,MT,30067,Park,Livingston,15636,7259.899,2803.063,27.013,10.430,7286.911,2813.493,45.421904999999995,-110.532798,"Park<br>Every 10,000 People 1140.0 Not using Mask<br>Max of 2.0 People can get Infected",1140.0,2.0
1632,1632,1633,MT,30069,Petroleum,Winnett,494,4286.097,1654.871,49.036,18.933,4335.133,1673.8039999999999,47.141917,-108.226575,"Petroleum<br>Every 10,000 People 1570.0 Not using Mask<br>Max of nan People can get Infected",1570.0,
1633,1633,1634,MT,30071,Phillips,Malta,4253,13312.628999999999,5140.035,186.078,71.845,13498.707,5211.88,48.250155,-107.92883300000001,"Phillips<br>Every 10,000 People 2290.0 Not using Mask<br>Max of 0.0 People can get Infected",2290.0,0.0
1634,1634,1635,MT,30073,Pondera,Conrad,6153,4203.195,1622.8629999999998,43.968,16.976,4247.163,1639.839,48.230312,-112.219928,"Pondera<br>Every 10,000 People 1230.0 Not using Mask<br>Max of 0.0 People can get Infected",1230.0,0.0
1635,1635,1636,MT,30075,Powder River,Broadus,1743,8539.963,3297.298,1.567,0.605,8541.53,3297.903,45.40889,-105.555259,"Powder River<br>Every 10,000 People 1930.0 Not using Mask<br>Max of 0.0 People can get Infected",1930.0,0.0
1636,1636,1637,MT,30077,Powell,Deer Lodge,7027,6025.328,2326.3920000000003,16.198,6.254,6041.525,2332.646,46.844225,-112.9311,"Powell<br>Every 10,000 People 1180.0 Not using Mask<br>Max of 0.0 People can get Infected",1180.0,0.0
1637,1637,1638,MT,30079,Prairie,Terry,1179,4498.128,1736.737,15.097,5.829,4513.225,1742.566,46.852434,-105.375808,"Prairie<br>Every 10,000 People 1010.0 Not using Mask<br>Max of 0.0 People can get Infected",1010.0,0.0
1638,1638,1639,MT,30081,Ravalli,Hamilton,40212,6192.198,2390.821,24.296,9.381,6216.495,2400.202,46.079298,-114.11906499999999,"Ravalli<br>Every 10,000 People 1210.0 Not using Mask<br>Max of 2.0 People can get Infected",1210.0,2.0
1639,1639,1640,MT,30083,Richland,Sidney,9746,5397.906,2084.143,49.582,19.144,5447.486999999999,2103.2870000000003,47.785513,-104.563387,"Richland<br>Every 10,000 People 1760.0 Not using Mask<br>Max of 0.0 People can get Infected",1760.0,0.0
1640,1640,1641,MT,30085,Roosevelt,Wolf Point,10425,6098.887,2354.7929999999997,37.876,14.624,6136.763000000001,2369.417,48.282747,-104.99517,"Roosevelt<br>Every 10,000 People 1690.0 Not using Mask<br>Max of 7.0 People can get Infected",1690.0,7.0
1641,1641,1642,MT,30087,Rosebud,Forsyth,9233,12976.881000000001,5010.402,43.007,16.605,13019.888,5027.0070000000005,46.161734,-106.701953,"Rosebud<br>Every 10,000 People 1260.0 Not using Mask<br>Max of 37.0 People can get Infected",1260.0,37.0
1642,1642,1643,MT,30089,Sanders,Thompson Falls,11413,7149.724,2760.5240000000003,76.301,29.460,7226.025,2789.9840000000004,47.756469,-115.180225,"Sanders<br>Every 10,000 People 1500.0 Not using Mask<br>Max of 0.0 People can get Infected",1500.0,0.0
1643,1643,1644,MT,30091,Sheridan,Plentywood,3384,4343.617,1677.08,75.143,29.013,4418.76,1706.0929999999998,48.705523,-104.533913,"Sheridan<br>Every 10,000 People 1790.0 Not using Mask<br>Max of 0.0 People can get Infected",1790.0,0.0
1644,1644,1645,MT,30093,Silver Bow,Butte,34200,1860.848,718.477,1.489,0.575,1862.3370000000002,719.052,45.895959000000005,-112.66022199999999,"Silver Bow<br>Every 10,000 People 1580.0 Not using Mask<br>Max of 0.0 People can get Infected",1580.0,0.0
1645,1645,1646,MT,30095,Stillwater,Columbus,9117,4649.936,1795.35,23.914,9.233,4673.85,1804.5829999999999,45.663496,-109.391752,"Stillwater<br>Every 10,000 People 1260.0 Not using Mask<br>Max of 0.0 People can get Infected",1260.0,0.0
1646,1646,1647,MT,30097,Sweet Grass,Big Timber,3651,4804.958,1855.205,17.686,6.829,4822.644,1862.0339999999999,45.81306,-109.94131200000001,"Sweet Grass<br>Every 10,000 People 1160.0 Not using Mask<br>Max of 2.0 People can get Infected",1160.0,2.0
1647,1647,1648,MT,30099,Teton,Choteau,6073,5885.423000000001,2272.375,52.173,20.144,5937.596,2292.519,47.819035,-112.281725,"Teton<br>Every 10,000 People 1340.0 Not using Mask<br>Max of 0.0 People can get Infected",1340.0,0.0
1648,1648,1649,MT,30101,Toole,Shelby,5324,4961.504,1915.6470000000002,78.007,30.119,5039.51,1945.766,48.645052,-111.733493,"Toole<br>Every 10,000 People 1380.0 Not using Mask<br>Max of 7.0 People can get Infected",1380.0,7.0
1649,1649,1650,MT,30103,Treasure,Hysham,718,2531.448,977.398,17.161,6.626,2548.609,984.0239999999999,46.209635999999996,-107.28049399999999,"Treasure<br>Every 10,000 People 1220.0 Not using Mask<br>Max of 0.0 People can get Infected",1220.0,0.0
1650,1650,1651,MT,30105,Valley,Glasgow,7369,12757.811000000002,4925.819,352.165,135.972,13109.976,5061.791,48.365713,-106.68788300000001,"Valley<br>Every 10,000 People 1720.0 Not using Mask<br>Max of 5.0 People can get Infected",1720.0,5.0
1651,1651,1652,MT,30107,Wheatland,Harlowton,2168,3686.0570000000002,1423.195,13.071,5.047,3699.1279999999997,1428.2420000000002,46.497046999999995,-109.857147,"Wheatland<br>Every 10,000 People 2140.0 Not using Mask<br>Max of 0.0 People can get Infected",2140.0,0.0
1652,1652,1653,MT,30109,Wibaux,Wibaux,1017,2303.185,889.265,1.713,0.661,2304.8979999999997,889.926,46.962866,-104.274466,"Wibaux<br>Every 10,000 People 1650.0 Not using Mask<br>Max of 0.0 People can get Infected",1650.0,0.0
1653,1653,1654,MT,30111,Yellowstone,Billings,147972,6820.1990000000005,2633.2940000000003,40.761,15.738,6860.96,2649.032,45.936987,-108.276656,"Yellowstone<br>Every 10,000 People 1290.0 Not using Mask<br>Max of 70.0 People can get Infected",1290.0,70.0
1654,1654,1655,NE,31001,Adams,Hastings,31364,1458.869,563.2719999999999,2.481,0.958,1461.35,564.23,40.520632,-98.50004399999999,"Adams<br>Every 10,000 People 570.0 Not using Mask<br>Max of 2.0 People can get Infected",570.0,2.0
1655,1655,1656,NE,31003,Antelope,Neligh,6685,2220.1839999999997,857.2180000000001,3.558,1.374,2223.742,858.592,42.183225,-98.058037,"Antelope<br>Every 10,000 People 1980.0 Not using Mask<br>Max of 2.0 People can get Infected",1980.0,2.0
1656,1656,1657,NE,31005,Arthur,Arthur,460,1852.76,715.355,7.645,2.952,1860.405,718.307,41.570856,-101.69704499999999,"Arthur<br>Every 10,000 People 1440.0 Not using Mask<br>Max of 0.0 People can get Infected",1440.0,0.0
1657,1657,1658,NE,31007,Banner,Harrisburg,690,1932.4270000000001,746.1139999999999,0.397,0.153,1932.8239999999998,746.2669999999999,41.53975,-103.726263,"Banner<br>Every 10,000 People 2490.0 Not using Mask<br>Max of 0.0 People can get Infected",2490.0,0.0
1658,1658,1659,NE,31009,Blaine,Brewster,478,1841.156,710.8739999999999,9.444,3.646,1850.6,714.52,41.92523,-99.990771,"Blaine<br>Every 10,000 People 1760.0 Not using Mask<br>Max of nan People can get Infected",1760.0,
1659,1659,1660,NE,31011,Boone,Albion,5505,1778.1660000000002,686.554,1.719,0.664,1779.884,687.2180000000001,41.7054,-98.06679399999999,"Boone<br>Every 10,000 People 1560.0 Not using Mask<br>Max of 2.0 People can get Infected",1560.0,2.0
1660,1660,1661,NE,31013,Box Butte,Alliance,11308,2784.995,1075.2930000000001,6.589,2.544,2791.5840000000003,1077.837,42.215665,-103.08782099999999,"Box Butte<br>Every 10,000 People 3030.0 Not using Mask<br>Max of 0.0 People can get Infected",3030.0,0.0
1661,1661,1662,NE,31015,Boyd,Butte,2099,1398.4370000000001,539.94,11.890,4.591,1410.328,544.531,42.894448,-98.773022,"Boyd<br>Every 10,000 People 810.0 Not using Mask<br>Max of 0.0 People can get Infected",810.0,0.0
1662,1662,1663,NE,31017,Brown,Ainsworth,3145,3163.238,1221.333,9.814,3.789,3173.053,1225.122,42.34939,-99.923176,"Brown<br>Every 10,000 People 1410.0 Not using Mask<br>Max of 0.0 People can get Infected",1410.0,0.0
1663,1663,1664,NE,31019,Buffalo,Kearney,46102,2507.399,968.112,18.874,7.287,2526.272,975.3989999999999,40.855226,-99.07498299999999,"Buffalo<br>Every 10,000 People 650.0 Not using Mask<br>Max of 19.0 People can get Infected",650.0,19.0
1664,1664,1665,NE,31021,Burt,Tekamah,6858,1273.19,491.58099999999996,14.198,5.482,1287.388,497.06300000000005,41.854178999999995,-96.337746,"Burt<br>Every 10,000 People 660.0 Not using Mask<br>Max of 0.0 People can get Infected",660.0,0.0
1665,1665,1666,NE,31023,Butler,David City,8395,1514.901,584.9069999999999,15.293,5.905,1530.194,590.812,41.226071999999995,-97.13204,"Butler<br>Every 10,000 People 270.0 Not using Mask<br>Max of 0.0 People can get Infected",270.0,0.0
1666,1666,1667,NE,31025,Cass,Plattsmouth,25241,1443.779,557.446,21.873,8.445,1465.652,565.891,40.909878000000006,-96.140609,"Cass<br>Every 10,000 People 420.0 Not using Mask<br>Max of 0.0 People can get Infected",420.0,0.0
1667,1667,1668,NE,31027,Cedar,Hartington,8852,1917.399,740.312,14.335,5.535,1931.734,745.847,42.604510999999995,-97.256824,"Cedar<br>Every 10,000 People 2070.0 Not using Mask<br>Max of 5.0 People can get Infected",2070.0,5.0
1668,1668,1669,NE,31029,Chase,Imperial,3966,2316.534,894.419,7.978,3.080,2324.512,897.4989999999999,40.530390000000004,-101.694192,"Chase<br>Every 10,000 People 550.0 Not using Mask<br>Max of 0.0 People can get Infected",550.0,0.0
1669,1669,1670,NE,31031,Cherry,Valentine,5713,15437.421999999999,5960.422,126.677,48.910,15564.098999999998,6009.331999999999,42.566984999999995,-101.072622,"Cherry<br>Every 10,000 People 1580.0 Not using Mask<br>Max of 7.0 People can get Infected",1580.0,7.0
1670,1670,1671,NE,31033,Cheyenne,Sidney,9998,3098.368,1196.287,0.293,0.113,3098.6609999999996,1196.4,41.214236,-103.01192900000001,"Cheyenne<br>Every 10,000 People 1160.0 Not using Mask<br>Max of 0.0 People can get Infected",1160.0,0.0
1671,1671,1672,NE,31035,Clay,Clay Center,6542,1482.223,572.289,3.235,1.249,1485.4579999999999,573.538,40.523669,-98.05105,"Clay<br>Every 10,000 People 640.0 Not using Mask<br>Max of 5.0 People can get Infected",640.0,5.0
1672,1672,1673,NE,31037,Colfax,Schuyler,10515,1066.194,411.66,12.578,4.856,1078.772,416.51599999999996,41.574675,-97.089455,"Colfax<br>Every 10,000 People 540.0 Not using Mask<br>Max of 2.0 People can get Infected",540.0,2.0
1673,1673,1674,NE,31039,Cuming,West Point,9139,1477.896,570.619,10.447,4.034,1488.3429999999998,574.653,41.915865000000004,-96.788517,"Cuming<br>Every 10,000 People 1470.0 Not using Mask<br>Max of 5.0 People can get Infected",1470.0,5.0
1674,1674,1675,NE,31041,Custer,Broken Bow,10939,6670.57,2575.522,0.933,0.360,6671.503000000001,2575.882,41.393893,-99.726866,"Custer<br>Every 10,000 People 1430.0 Not using Mask<br>Max of 2.0 People can get Infected",1430.0,2.0
1675,1675,1676,NE,31043,Dakota,Dakota City,21006,684.416,264.255,8.200,3.166,692.6160000000001,267.421,42.390456,-96.562549,"Dakota<br>Every 10,000 People 1130.0 Not using Mask<br>Max of 11.0 People can get Infected",1130.0,11.0
1676,1676,1677,NE,31045,Dawes,Chadron,9182,3616.824,1396.464,11.922,4.603,3628.7459999999996,1401.067,42.711214,-103.134872,"Dawes<br>Every 10,000 People 2240.0 Not using Mask<br>Max of 2.0 People can get Infected",2240.0,2.0
1677,1677,1678,NE,31047,Dawson,Lexington,24326,2623.906,1013.096,16.413,6.337,2640.3190000000004,1019.433,40.867378,-99.815154,"Dawson<br>Every 10,000 People 960.0 Not using Mask<br>Max of 8.0 People can get Infected",960.0,8.0
1678,1678,1679,NE,31049,Deuel,Chappell,1941,1139.2089999999998,439.851,2.231,0.861,1141.44,440.712,41.112988,-102.332604,"Deuel<br>Every 10,000 People 930.0 Not using Mask<br>Max of 0.0 People can get Infected",930.0,0.0
1679,1679,1680,NE,31051,Dixon,Ponca,6000,1233.434,476.23199999999997,17.272,6.669,1250.7060000000001,482.901,42.485279999999996,-96.855862,"Dixon<br>Every 10,000 People 1630.0 Not using Mask<br>Max of 2.0 People can get Infected",1630.0,2.0
1680,1680,1681,NE,31053,Dodge,Fremont,36691,1369.342,528.706,37.020,14.294,1406.362,543.0,41.577008,-96.645853,"Dodge<br>Every 10,000 People 1400.0 Not using Mask<br>Max of 12.0 People can get Infected",1400.0,12.0
1681,1681,1682,NE,31055,Douglas,Omaha,517110,850.693,328.455,28.211,10.892,878.904,339.347,41.297090999999995,-96.154066,"Douglas<br>Every 10,000 People 910.0 Not using Mask<br>Max of 108.0 People can get Infected",910.0,108.0
1682,1682,1683,NE,31057,Dundy,Benkelman,2008,2381.9539999999997,919.678,3.046,1.176,2385.0,920.8539999999999,40.180165,-101.681133,"Dundy<br>Every 10,000 People 530.0 Not using Mask<br>Max of 0.0 People can get Infected",530.0,0.0
1683,1683,1684,NE,31059,Fillmore,Geneva,5890,1490.203,575.371,2.990,1.154,1493.193,576.525,40.525040000000004,-97.596705,"Fillmore<br>Every 10,000 People 530.0 Not using Mask<br>Max of 0.0 People can get Infected",530.0,0.0
1684,1684,1685,NE,31061,Franklin,Franklin,3225,1491.356,575.816,0.488,0.188,1491.844,576.004,40.183203000000006,-98.96208,"Franklin<br>Every 10,000 People 830.0 Not using Mask<br>Max of 0.0 People can get Infected",830.0,0.0
1685,1685,1686,NE,31063,Frontier,Stockville,2756,2524.18,974.592,14.213,5.488,2538.393,980.08,40.530947,-100.406683,"Frontier<br>Every 10,000 People 940.0 Not using Mask<br>Max of 0.0 People can get Infected",940.0,0.0
1686,1686,1687,NE,31065,Furnas,Beaver City,4959,1862.543,719.132,3.916,1.512,1866.4579999999999,720.6439999999999,40.191990999999994,-99.909661,"Furnas<br>Every 10,000 People 1010.0 Not using Mask<br>Max of 2.0 People can get Infected",1010.0,2.0
1687,1687,1688,NE,31067,Gage,Beatrice,22311,2205.3520000000003,851.4910000000001,21.929,8.467,2227.281,859.9580000000001,40.255234,-96.683453,"Gage<br>Every 10,000 People 1270.0 Not using Mask<br>Max of 2.0 People can get Infected",1270.0,2.0
1688,1688,1689,NE,31069,Garden,Oshkosh,2057,4414.072,1704.283,68.875,26.593,4482.946,1730.876,41.659380999999996,-102.32822900000001,"Garden<br>Every 10,000 People 2020.0 Not using Mask<br>Max of 0.0 People can get Infected",2020.0,0.0
1689,1689,1690,NE,31071,Garfield,Burwell,2049,1475.749,569.79,4.126,1.593,1479.875,571.383,41.905572,-98.92299799999999,"Garfield<br>Every 10,000 People 1680.0 Not using Mask<br>Max of 0.0 People can get Infected",1680.0,0.0
1690,1690,1691,NE,31073,Gosper,Elwood,2044,1186.616,458.155,11.832,4.568,1198.448,462.723,40.509838,-99.824078,"Gosper<br>Every 10,000 People 860.0 Not using Mask<br>Max of 0.0 People can get Infected",860.0,0.0
1691,1691,1692,NE,31075,Grant,Hyannis,614,2010.41,776.2239999999999,18.131,7.000,2028.5410000000002,783.2239999999999,41.915867,-101.756875,"Grant<br>Every 10,000 People 1990.0 Not using Mask<br>Max of nan People can get Infected",1990.0,
1692,1692,1693,NE,31077,Greeley,Greeley,2538,1475.8039999999999,569.811,2.189,0.845,1477.993,570.656,41.5676,-98.53056600000001,"Greeley<br>Every 10,000 People 1220.0 Not using Mask<br>Max of 0.0 People can get Infected",1220.0,0.0
1693,1693,1694,NE,31079,Hall,Grand Island,58607,1414.881,546.289,15.166,5.856,1430.047,552.145,40.866023,-98.49800400000001,"Hall<br>Every 10,000 People 480.0 Not using Mask<br>Max of 0.0 People can get Infected",480.0,0.0
1694,1694,1695,NE,31081,Hamilton,Aurora,9124,1406.0479999999998,542.878,10.730,4.143,1416.7779999999998,547.021,40.877145,-98.02194300000001,"Hamilton<br>Every 10,000 People 400.0 Not using Mask<br>Max of 3.0 People can get Infected",400.0,3.0
1695,1695,1696,NE,31083,Harlan,Alma,3423,1433.47,553.466,53.340,20.595,1486.81,574.061,40.178765999999996,-99.403418,"Harlan<br>Every 10,000 People 890.0 Not using Mask<br>Max of 0.0 People can get Infected",890.0,0.0
1696,1696,1697,NE,31085,Hayes,Hayes Center,967,1846.8220000000001,713.062,0.571,0.220,1847.392,713.2819999999999,40.535786,-101.05558,"Hayes<br>Every 10,000 People 720.0 Not using Mask<br>Max of nan People can get Infected",720.0,
1697,1697,1698,NE,31087,Hitchcock,Trenton,2908,1838.743,709.943,22.103,8.534,1860.846,718.477,40.176896,-101.044217,"Hitchcock<br>Every 10,000 People 850.0 Not using Mask<br>Max of 0.0 People can get Infected",850.0,0.0
1698,1698,1699,NE,31089,Holt,O'Neill,10435,6248.084,2412.399,13.202,5.097,6261.285,2417.496,42.459286999999996,-98.784766,"Holt<br>Every 10,000 People 1130.0 Not using Mask<br>Max of 0.0 People can get Infected",1130.0,0.0
1699,1699,1700,NE,31091,Hooker,Mullen,736,1867.6960000000001,721.1210000000001,0.883,0.341,1868.579,721.462,41.9187,-101.11681,"Hooker<br>Every 10,000 People 1510.0 Not using Mask<br>Max of 0.0 People can get Infected",1510.0,0.0
1700,1700,1701,NE,31093,Howard,St. Paul,6274,1474.576,569.337,16.202,6.255,1490.7779999999998,575.592,41.219403,-98.51330300000001,"Howard<br>Every 10,000 People 730.0 Not using Mask<br>Max of 2.0 People can get Infected",730.0,2.0
1701,1701,1702,NE,31095,Jefferson,Fairbury,7547,1476.771,570.185,14.205,5.485,1490.976,575.67,40.175736,-97.143103,"Jefferson<br>Every 10,000 People 2060.0 Not using Mask<br>Max of 0.0 People can get Infected",2060.0,0.0
1702,1702,1703,NE,31097,Johnson,Tecumseh,5217,973.9680000000001,376.051,1.767,0.682,975.735,376.733,40.395457,-96.268562,"Johnson<br>Every 10,000 People 610.0 Not using Mask<br>Max of 0.0 People can get Infected",610.0,0.0
1703,1703,1704,NE,31099,Kearney,Minden,6489,1337.066,516.244,0.272,0.105,1337.338,516.349,40.506269,-98.948461,"Kearney<br>Every 10,000 People 620.0 Not using Mask<br>Max of 0.0 People can get Infected",620.0,0.0
1704,1704,1705,NE,31101,Keith,Ogallala,8368,2749.531,1061.6,124.672,48.136,2874.203,1109.736,41.194404,-101.644474,"Keith<br>Every 10,000 People 930.0 Not using Mask<br>Max of 2.0 People can get Infected",930.0,2.0
1705,1705,1706,NE,31103,Keya Paha,Springview,824,2002.247,773.072,2.192,0.847,2004.4389999999999,773.919,42.875479999999996,-99.718351,"Keya Paha<br>Every 10,000 People 1240.0 Not using Mask<br>Max of 0.0 People can get Infected",1240.0,0.0
1706,1706,1707,NE,31105,Kimball,Kimball,3821,2465.269,951.846,1.448,0.559,2466.718,952.405,41.199155,-103.711105,"Kimball<br>Every 10,000 People 1870.0 Not using Mask<br>Max of 0.0 People can get Infected",1870.0,0.0
1707,1707,1708,NE,31107,Knox,Center,8701,2870.614,1108.35,81.251,31.371,2951.865,1139.721,42.634405,-97.891349,"Knox<br>Every 10,000 People 1710.0 Not using Mask<br>Max of 2.0 People can get Infected",1710.0,2.0
1708,1708,1709,NE,31109,Lancaster,Lincoln,285407,2169.241,837.548,22.877,8.833,2192.117,846.3810000000001,40.783547,-96.68865799999999,"Lancaster<br>Every 10,000 People 930.0 Not using Mask<br>Max of 197.0 People can get Infected",930.0,197.0
1709,1709,1710,NE,31111,Lincoln,North Platte,36288,6640.905,2564.0679999999998,28.641,11.058,6669.545999999999,2575.126,41.050321999999994,-100.74448100000001,"Lincoln<br>Every 10,000 People 1030.0 Not using Mask<br>Max of 2.0 People can get Infected",1030.0,2.0
1710,1710,1711,NE,31113,Logan,Stapleton,763,1478.003,570.66,1.204,0.465,1479.207,571.125,41.542156,-100.443665,"Logan<br>Every 10,000 People 1400.0 Not using Mask<br>Max of 0.0 People can get Infected",1400.0,0.0
1711,1711,1712,NE,31115,Loup,Taylor,632,1471.864,568.29,7.275,2.809,1479.139,571.099,41.897714,-99.509764,"Loup<br>Every 10,000 People 1930.0 Not using Mask<br>Max of 0.0 People can get Infected",1930.0,0.0
1712,1712,1713,NE,31117,McPherson,Madison,539,2224.737,858.9760000000001,2.681,1.035,2227.4179999999997,860.0110000000001,41.596472999999996,-101.060237,"McPherson<br>Every 10,000 People 1210.0 Not using Mask<br>Max of 0.0 People can get Infected",1210.0,0.0
1713,1713,1714,NE,31119,Madison,Tryon,34876,1483.396,572.743,7.014,2.708,1490.41,575.451,41.909929,-97.60685600000001,"Madison<br>Every 10,000 People 2510.0 Not using Mask<br>Max of 0.0 People can get Infected",2510.0,0.0
1714,1714,1715,NE,31121,Merrick,Central City,7845,1255.836,484.881,24.907,9.617,1280.743,494.49800000000005,41.169801,-98.031051,"Merrick<br>Every 10,000 People 500.0 Not using Mask<br>Max of 2.0 People can get Infected",500.0,2.0
1715,1715,1716,NE,31123,Morrill,Bridgeport,5042,3687.724,1423.838,15.599,6.023,3703.322,1429.861,41.732205,-102.990599,"Morrill<br>Every 10,000 People 2610.0 Not using Mask<br>Max of 2.0 People can get Infected",2610.0,2.0
1716,1716,1717,NE,31125,Nance,Fullerton,3735,1143.8239999999998,441.63300000000004,17.088,6.598,1160.912,448.231,41.402386,-97.99140799999999,"Nance<br>Every 10,000 People 910.0 Not using Mask<br>Max of 0.0 People can get Infected",910.0,0.0
1717,1717,1718,NE,31127,Nemaha,Auburn,7248,1055.115,407.38199999999995,5.755,2.222,1060.87,409.60400000000004,40.387448,-95.850954,"Nemaha<br>Every 10,000 People 900.0 Not using Mask<br>Max of 5.0 People can get Infected",900.0,5.0
1718,1718,1719,NE,31129,Nuckolls,Nelson,4500,1489.645,575.155,1.718,0.664,1491.364,575.819,40.176491999999996,-98.046842,"Nuckolls<br>Every 10,000 People 1380.0 Not using Mask<br>Max of 2.0 People can get Infected",1380.0,2.0
1719,1719,1720,NE,31131,Otoe,Nebraska City,15740,1594.476,615.631,8.775,3.388,1603.251,619.019,40.637992,-96.131027,"Otoe<br>Every 10,000 People 1100.0 Not using Mask<br>Max of 0.0 People can get Infected",1100.0,0.0
1720,1720,1721,NE,31133,Pawnee,Pawnee City,2773,1116.478,431.075,4.852,1.874,1121.33,432.949,40.13785,-96.245225,"Pawnee<br>Every 10,000 People 670.0 Not using Mask<br>Max of 0.0 People can get Infected",670.0,0.0
1721,1721,1722,NE,31135,Perkins,Grant,2970,2287.828,883.335,2.840,1.097,2290.6679999999997,884.432,40.856065,-101.636443,"Perkins<br>Every 10,000 People 690.0 Not using Mask<br>Max of 2.0 People can get Infected",690.0,2.0
1722,1722,1723,NE,31137,Phelps,Holdrege,9188,1398.049,539.79,1.647,0.636,1399.695,540.4259999999999,40.516365,-99.40655699999999,"Phelps<br>Every 10,000 People 720.0 Not using Mask<br>Max of 0.0 People can get Infected",720.0,0.0
1723,1723,1724,NE,31139,Pierce,Pierce,7266,1484.707,573.249,3.482,1.344,1488.1889999999999,574.5930000000001,42.271413,-97.61099200000001,"Pierce<br>Every 10,000 People 2530.0 Not using Mask<br>Max of 2.0 People can get Infected",2530.0,2.0
